learner_id,cohort_id,grade_band,age_range,stage_label,support_profile,expression_mode_preference,device_access,language_support,accommodation_flag,attendance_band,confidence_profile,trajectory_type,spelling_noise_level
L13_04_032,C13_04,1-3,6-8,Discoverers,audio_reflection,drawing,tablet_mix,light,audio_support,irregular,confident,needs_structure,low
L13_04_033,C13_04,1-3,6-8,Discoverers,chunked_steps,mixed,laptop_priority,none,visual_support,steady,overconfident,steady_growth,low
L13_04_034,C13_04,1-3,6-8,Discoverers,audio_reflection,mixed,1to1_device,none,visual_support,irregular,overconfident,high_stable,low
L13_04_035,C13_04,1-3,6-8,Discoverers,precut_materials,oral,tablet_mix,none,audio_support,mixed,overconfident,steady_growth,low
L13_04_036,C13_04,1-3,6-8,Discoverers,picture_word_bank,drawing,shared_device,none,audio_support,mixed,balanced,variable_growth,high
L13_04_037,C13_04,1-3,6-8,Discoverers,audio_reflection,mixed,1to1_device,light,visual_support,mostly_steady,balanced,late_bloom,low
L13_04_038,C13_04,1-3,6-8,Discoverers,chunked_steps,drawing,laptop_priority,light,none,irregular,balanced,high_stable,low
L13_04_039,C13_04,1-3,6-8,Discoverers,precut_materials,drawing,tablet_mix,moderate,organization_support,mixed,balanced,steady_growth,medium
L13_04_040,C13_04,1-3,6-8,Discoverers,general,oral,1to1_device,none,visual_support,irregular,balanced,needs_structure,medium
L13_04_041,C13_04,1-3,6-8,Discoverers,audio_reflection,mixed,1to1_device,moderate,visual_support,mostly_steady,overconfident,variable_growth,low
L13_04_042,C13_04,1-3,6-8,Discoverers,chunked_steps,mixed,tablet_mix,light,organization_support,mixed,cautious,variable_growth,high
L13_04_043,C13_04,1-3,6-8,Discoverers,general,mixed,tablet_mix,moderate,organization_support,steady,cautious,late_bloom,low
L13_04_044,C13_04,1-3,6-8,Discoverers,audio_reflection,mixed,shared_device,none,extended_time,steady,overconfident,variable_growth,high
L13_04_045,C13_04,1-3,6-8,Discoverers,precut_materials,oral,laptop_priority,moderate,none,mostly_steady,overconfident,steady_growth,low
L13_04_046,C13_04,1-3,6-8,Discoverers,picture_word_bank,drawing,1to1_device,none,organization_support,irregular,overconfident,needs_structure,high
L13_04_047,C13_04,1-3,6-8,Discoverers,general,oral,tablet_mix,moderate,extended_time,irregular,cautious,variable_growth,medium
L13_04_048,C13_04,1-3,6-8,Discoverers,chunked_steps,oral,laptop_priority,light,extended_time,irregular,balanced,variable_growth,low
L13_04_049,C13_04,1-3,6-8,Discoverers,general,oral,shared_device,light,none,mixed,overconfident,needs_structure,low
L13_04_050,C13_04,1-3,6-8,Discoverers,precut_materials,mixed,laptop_priority,none,visual_support,mixed,overconfident,needs_structure,medium
L13_04_051,C13_04,1-3,6-8,Discoverers,picture_word_bank,oral,tablet_mix,moderate,audio_support,mostly_steady,overconfident,late_bloom,low
L13_04_052,C13_04,1-3,6-8,Discoverers,chunked_steps,drawing,laptop_priority,light,visual_support,irregular,cautious,needs_structure,medium
L13_04_053,C13_04,1-3,6-8,Discoverers,picture_word_bank,oral,shared_device,moderate,extended_time,mostly_steady,balanced,high_stable,low
L13_04_054,C13_04,1-3,6-8,Discoverers,audio_reflection,drawing,tablet_mix,none,none,irregular,overconfident,late_bloom,medium
L13_04_055,C13_04,1-3,6-8,Discoverers,audio_reflection,drawing,tablet_mix,none,extended_time,steady,balanced,variable_growth,high
L13_04_056,C13_04,1-3,6-8,Discoverers,picture_word_bank,drawing,1to1_device,none,organization_support,steady,cautious,variable_growth,low
L13_04_057,C13_04,1-3,6-8,Discoverers,audio_reflection,mixed,tablet_mix,moderate,audio_support,steady,cautious,high_stable,medium
L13_04_058,C13_04,1-3,6-8,Discoverers,picture_word_bank,oral,tablet_mix,none,organization_support,irregular,overconfident,needs_structure,medium
L13_04_059,C13_04,1-3,6-8,Discoverers,precut_materials,mixed,tablet_mix,none,none,mostly_steady,cautious,needs_structure,high
L13_04_060,C13_04,1-3,6-8,Discoverers,picture_word_bank,mixed,shared_device,moderate,none,steady,confident,needs_structure,low
L13_05_001,C13_05,1-3,6-8,Discoverers,general,mixed,shared_device,light,extended_time,mixed,confident,needs_structure,low
L13_05_002,C13_05,1-3,6-8,Discoverers,audio_reflection,drawing,1to1_device,none,none,mixed,overconfident,late_bloom,medium
L13_05_003,C13_05,1-3,6-8,Discoverers,general,mixed,shared_device,none,organization_support,mostly_steady,balanced,variable_growth,low
L13_05_004,C13_05,1-3,6-8,Discoverers,audio_reflection,drawing,shared_device,moderate,audio_support,mixed,cautious,needs_structure,medium
L13_05_005,C13_05,1-3,6-8,Discoverers,chunked_steps,drawing,1to1_device,light,visual_support,mixed,cautious,variable_growth,low
L13_05_006,C13_05,1-3,6-8,Discoverers,chunked_steps,mixed,tablet_mix,moderate,audio_support,mostly_steady,cautious,variable_growth,low
L13_05_007,C13_05,1-3,6-8,Discoverers,general,oral,tablet_mix,moderate,none,irregular,confident,needs_structure,high
L13_05_008,C13_05,1-3,6-8,Discoverers,general,oral,tablet_mix,none,extended_time,steady,confident,needs_structure,low
L13_05_009,C13_05,1-3,6-8,Discoverers,chunked_steps,drawing,tablet_mix,light,extended_time,steady,overconfident,variable_growth,high
L13_05_010,C13_05,1-3,6-8,Discoverers,precut_materials,drawing,tablet_mix,none,visual_support,irregular,confident,variable_growth,high
L13_05_011,C13_05,1-3,6-8,Discoverers,chunked_steps,oral,shared_device,light,extended_time,mostly_steady,balanced,steady_growth,low
L13_05_012,C13_05,1-3,6-8,Discoverers,general,mixed,1to1_device,light,visual_support,irregular,cautious,steady_growth,medium
L13_05_013,C13_05,1-3,6-8,Discoverers,picture_word_bank,mixed,shared_device,none,extended_time,irregular,balanced,late_bloom,low
L13_05_014,C13_05,1-3,6-8,Discoverers,picture_word_bank,mixed,shared_device,moderate,audio_support,mostly_steady,cautious,needs_structure,medium
L13_05_015,C13_05,1-3,6-8,Discoverers,picture_word_bank,drawing,shared_device,none,organization_support,mostly_steady,confident,high_stable,low
L13_05_016,C13_05,1-3,6-8,Discoverers,picture_word_bank,mixed,shared_device,moderate,organization_support,mostly_steady,balanced,steady_growth,low
L13_05_017,C13_05,1-3,6-8,Discoverers,picture_word_bank,drawing,1to1_device,none,organization_support,mixed,confident,late_bloom,medium
L13_05_018,C13_05,1-3,6-8,Discoverers,audio_reflection,oral,tablet_mix,moderate,extended_time,mixed,overconfident,steady_growth,high
L13_05_019,C13_05,1-3,6-8,Discoverers,precut_materials,mixed,shared_device,light,organization_support,steady,balanced,steady_growth,low
L13_05_020,C13_05,1-3,6-8,Discoverers,precut_materials,mixed,laptop_priority,moderate,none,irregular,balanced,variable_growth,low
L13_05_021,C13_05,1-3,6-8,Discoverers,precut_materials,mixed,laptop_priority,light,extended_time,mostly_steady,cautious,high_stable,low
L13_05_022,C13_05,1-3,6-8,Discoverers,picture_word_bank,mixed,1to1_device,none,visual_support,mixed,overconfident,variable_growth,high
L13_05_023,C13_05,1-3,6-8,Discoverers,precut_materials,oral,tablet_mix,moderate,audio_support,mostly_steady,cautious,late_bloom,high
L13_05_024,C13_05,1-3,6-8,Discoverers,chunked_steps,oral,1to1_device,light,audio_support,irregular,balanced,steady_growth,medium
L13_05_025,C13_05,1-3,6-8,Discoverers,audio_reflection,mixed,tablet_mix,light,visual_support,steady,cautious,needs_structure,low
L13_05_026,C13_05,1-3,6-8,Discoverers,picture_word_bank,drawing,tablet_mix,none,none,mostly_steady,confident,high_stable,low
L13_05_027,C13_05,1-3,6-8,Discoverers,precut_materials,mixed,laptop_priority,none,audio_support,mostly_steady,balanced,steady_growth,medium
L13_05_028,C13_05,1-3,6-8,Discoverers,general,mixed,1to1_device,none,none,mostly_steady,overconfident,high_stable,medium
L13_05_029,C13_05,1-3,6-8,Discoverers,audio_reflection,oral,1to1_device,none,none,irregular,balanced,needs_structure,low
L13_05_030,C13_05,1-3,6-8,Discoverers,picture_word_bank,drawing,laptop_priority,light,visual_support,irregular,balanced,variable_growth,low
L13_05_031,C13_05,1-3,6-8,Discoverers,precut_materials,mixed,laptop_priority,moderate,visual_support,irregular,cautious,variable_growth,medium
L13_05_032,C13_05,1-3,6-8,Discoverers,precut_materials,drawing,shared_device,moderate,visual_support,mixed,balanced,needs_structure,high
L13_05_033,C13_05,1-3,6-8,Discoverers,audio_reflection,mixed,laptop_priority,none,extended_time,mostly_steady,overconfident,high_stable,low
L13_05_034,C13_05,1-3,6-8,Discoverers,precut_materials,mixed,tablet_mix,none,audio_support,mixed,overconfident,needs_structure,medium
L13_05_035,C13_05,1-3,6-8,Discoverers,chunked_steps,drawing,1to1_device,none,none,mixed,cautious,steady_growth,high
L13_05_036,C13_05,1-3,6-8,Discoverers,general,mixed,shared_device,moderate,organization_support,irregular,overconfident,late_bloom,low
L13_05_037,C13_05,1-3,6-8,Discoverers,precut_materials,mixed,tablet_mix,moderate,none,mixed,confident,steady_growth,medium
L13_05_038,C13_05,1-3,6-8,Discoverers,picture_word_bank,mixed,tablet_mix,moderate,extended_time,steady,balanced,high_stable,low
L13_05_039,C13_05,1-3,6-8,Discoverers,chunked_steps,oral,laptop_priority,none,audio_support,steady,overconfident,needs_structure,low
L13_05_040,C13_05,1-3,6-8,Discoverers,general,oral,laptop_priority,moderate,visual_support,mixed,overconfident,high_stable,low
L13_05_041,C13_05,1-3,6-8,Discoverers,chunked_steps,mixed,shared_device,none,extended_time,mixed,balanced,steady_growth,medium
L13_05_042,C13_05,1-3,6-8,Discoverers,precut_materials,drawing,1to1_device,light,organization_support,mixed,confident,late_bloom,medium
L13_05_043,C13_05,1-3,6-8,Discoverers,general,mixed,laptop_priority,light,none,mixed,overconfident,high_stable,low
L13_05_044,C13_05,1-3,6-8,Discoverers,precut_materials,oral,laptop_priority,light,extended_time,mostly_steady,overconfident,variable_growth,medium
L13_05_045,C13_05,1-3,6-8,Discoverers,chunked_steps,mixed,laptop_priority,moderate,extended_time,mostly_steady,balanced,steady_growth,low
L13_05_046,C13_05,1-3,6-8,Discoverers,picture_word_bank,oral,shared_device,none,extended_time,irregular,confident,steady_growth,low
L13_05_047,C13_05,1-3,6-8,Discoverers,audio_reflection,oral,laptop_priority,moderate,extended_time,irregular,confident,steady_growth,medium
L13_05_048,C13_05,1-3,6-8,Discoverers,audio_reflection,mixed,shared_device,light,audio_support,irregular,cautious,high_stable,high
L13_05_049,C13_05,1-3,6-8,Discoverers,precut_materials,drawing,shared_device,moderate,none,irregular,cautious,high_stable,high
L13_05_050,C13_05,1-3,6-8,Discoverers,picture_word_bank,oral,1to1_device,none,none,mixed,overconfident,variable_growth,low
L13_05_051,C13_05,1-3,6-8,Discoverers,precut_materials,oral,shared_device,moderate,organization_support,steady,cautious,high_stable,medium
L13_05_052,C13_05,1-3,6-8,Discoverers,precut_materials,drawing,laptop_priority,none,audio_support,mixed,balanced,variable_growth,low
L13_05_053,C13_05,1-3,6-8,Discoverers,chunked_steps,oral,tablet_mix,none,none,irregular,cautious,steady_growth,medium
L13_05_054,C13_05,1-3,6-8,Discoverers,picture_word_bank,oral,1to1_device,light,visual_support,irregular,cautious,variable_growth,medium
L13_05_055,C13_05,1-3,6-8,Discoverers,audio_reflection,drawing,tablet_mix,light,none,irregular,cautious,steady_growth,medium
L13_05_056,C13_05,1-3,6-8,Discoverers,audio_reflection,mixed,1to1_device,moderate,none,mostly_steady,confident,high_stable,low
L13_05_057,C13_05,1-3,6-8,Discoverers,precut_materials,mixed,tablet_mix,none,extended_time,mixed,confident,needs_structure,low
L13_05_058,C13_05,1-3,6-8,Discoverers,precut_materials,oral,tablet_mix,moderate,visual_support,irregular,cautious,high_stable,medium
L13_05_059,C13_05,1-3,6-8,Discoverers,audio_reflection,drawing,shared_device,none,organization_support,mostly_steady,overconfident,variable_growth,high
L13_05_060,C13_05,1-3,6-8,Discoverers,chunked_steps,oral,laptop_priority,light,visual_support,steady,cautious,steady_growth,high
L13_06_001,C13_06,1-3,6-8,Discoverers,audio_reflection,oral,1to1_device,moderate,audio_support,mostly_steady,cautious,high_stable,high
L13_06_002,C13_06,1-3,6-8,Discoverers,audio_reflection,drawing,1to1_device,light,extended_time,irregular,cautious,high_stable,medium
L13_06_003,C13_06,1-3,6-8,Discoverers,audio_reflection,mixed,laptop_priority,moderate,audio_support,steady,overconfident,steady_growth,medium
L13_06_004,C13_06,1-3,6-8,Discoverers,picture_word_bank,oral,1to1_device,light,organization_support,mostly_steady,confident,late_bloom,medium
L13_06_005,C13_06,1-3,6-8,Discoverers,general,oral,shared_device,none,audio_support,irregular,balanced,high_stable,high
L13_06_006,C13_06,1-3,6-8,Discoverers,precut_materials,oral,1to1_device,light,none,mostly_steady,cautious,steady_growth,low
L13_06_007,C13_06,1-3,6-8,Discoverers,picture_word_bank,drawing,shared_device,none,organization_support,mixed,overconfident,needs_structure,medium
L13_06_008,C13_06,1-3,6-8,Discoverers,chunked_steps,drawing,laptop_priority,moderate,visual_support,mixed,cautious,high_stable,low
L13_06_009,C13_06,1-3,6-8,Discoverers,general,drawing,laptop_priority,moderate,audio_support,irregular,confident,late_bloom,low
L13_06_010,C13_06,1-3,6-8,Discoverers,general,oral,tablet_mix,moderate,organization_support,mixed,balanced,high_stable,high
L13_06_011,C13_06,1-3,6-8,Discoverers,picture_word_bank,oral,shared_device,moderate,visual_support,irregular,balanced,variable_growth,high
L13_06_012,C13_06,1-3,6-8,Discoverers,precut_materials,oral,tablet_mix,moderate,none,steady,cautious,steady_growth,low
L13_06_013,C13_06,1-3,6-8,Discoverers,audio_reflection,mixed,laptop_priority,moderate,visual_support,steady,balanced,variable_growth,low
L13_06_014,C13_06,1-3,6-8,Discoverers,general,mixed,1to1_device,moderate,extended_time,irregular,overconfident,steady_growth,high
L13_06_015,C13_06,1-3,6-8,Discoverers,audio_reflection,drawing,1to1_device,moderate,none,steady,overconfident,variable_growth,high
L13_06_016,C13_06,1-3,6-8,Discoverers,audio_reflection,drawing,1to1_device,moderate,organization_support,irregular,confident,variable_growth,low
L13_06_017,C13_06,1-3,6-8,Discoverers,chunked_steps,drawing,tablet_mix,none,extended_time,mostly_steady,balanced,needs_structure,medium
L13_06_018,C13_06,1-3,6-8,Discoverers,general,oral,1to1_device,moderate,visual_support,mixed,overconfident,variable_growth,low
L13_06_019,C13_06,1-3,6-8,Discoverers,audio_reflection,mixed,tablet_mix,moderate,visual_support,mostly_steady,balanced,needs_structure,high
L13_06_020,C13_06,1-3,6-8,Discoverers,precut_materials,mixed,tablet_mix,light,visual_support,steady,cautious,needs_structure,low
L13_06_021,C13_06,1-3,6-8,Discoverers,precut_materials,oral,laptop_priority,none,audio_support,mixed,overconfident,late_bloom,low
L13_06_022,C13_06,1-3,6-8,Discoverers,general,drawing,1to1_device,moderate,audio_support,mixed,cautious,steady_growth,high
L13_06_023,C13_06,1-3,6-8,Discoverers,picture_word_bank,oral,tablet_mix,light,none,steady,cautious,needs_structure,high
L13_06_024,C13_06,1-3,6-8,Discoverers,picture_word_bank,mixed,shared_device,light,organization_support,mixed,balanced,needs_structure,low
L13_06_025,C13_06,1-3,6-8,Discoverers,audio_reflection,mixed,shared_device,light,visual_support,irregular,balanced,late_bloom,high
L13_06_026,C13_06,1-3,6-8,Discoverers,audio_reflection,oral,shared_device,none,visual_support,steady,cautious,variable_growth,high
L13_06_027,C13_06,1-3,6-8,Discoverers,picture_word_bank,oral,laptop_priority,light,visual_support,irregular,cautious,late_bloom,low
L13_06_028,C13_06,1-3,6-8,Discoverers,audio_reflection,drawing,shared_device,none,none,steady,cautious,high_stable,low
L13_06_029,C13_06,1-3,6-8,Discoverers,chunked_steps,drawing,shared_device,moderate,audio_support,irregular,overconfident,steady_growth,high
L13_06_030,C13_06,1-3,6-8,Discoverers,audio_reflection,oral,1to1_device,none,none,steady,balanced,steady_growth,low
L13_06_031,C13_06,1-3,6-8,Discoverers,chunked_steps,mixed,1to1_device,moderate,extended_time,mixed,balanced,needs_structure,high
L13_06_032,C13_06,1-3,6-8,Discoverers,picture_word_bank,mixed,tablet_mix,light,audio_support,steady,confident,high_stable,medium
L13_06_033,C13_06,1-3,6-8,Discoverers,general,oral,tablet_mix,moderate,organization_support,mostly_steady,overconfident,needs_structure,medium
L13_06_034,C13_06,1-3,6-8,Discoverers,precut_materials,drawing,shared_device,light,extended_time,mostly_steady,balanced,late_bloom,low
L13_06_035,C13_06,1-3,6-8,Discoverers,audio_reflection,mixed,laptop_priority,light,organization_support,mixed,cautious,steady_growth,medium
L13_06_036,C13_06,1-3,6-8,Discoverers,chunked_steps,mixed,laptop_priority,none,none,irregular,overconfident,late_bloom,medium
L13_06_037,C13_06,1-3,6-8,Discoverers,chunked_steps,drawing,tablet_mix,light,none,irregular,confident,needs_structure,high
L13_06_038,C13_06,1-3,6-8,Discoverers,audio_reflection,mixed,shared_device,moderate,none,mostly_steady,overconfident,needs_structure,low
L13_06_039,C13_06,1-3,6-8,Discoverers,general,drawing,tablet_mix,moderate,audio_support,mixed,cautious,variable_growth,medium
L13_06_040,C13_06,1-3,6-8,Discoverers,general,drawing,1to1_device,moderate,audio_support,irregular,cautious,late_bloom,high
L13_06_041,C13_06,1-3,6-8,Discoverers,audio_reflection,mixed,tablet_mix,moderate,organization_support,steady,overconfident,high_stable,low
