ai_trace_id,record_id,learner_id,cohort_id,session_id,grade_band,ai_mode,ai_prompt,ai_suggestion_category,ai_suggestion_summary,learner_change_summary,disclosure_quality,human_verified,trace_ts
AI_core_L13_04_051_05_03,core_L13_04_051_05_03,L13_04_051,C13_04,S_C13_04_05,1-3,teacher_led,Give a few example cases I could test for papers fall out of folders.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-23T07:49:00
AI_core_L13_04_054_08_05,core_L13_04_054_08_05,L13_04_054,C13_04,S_C13_04_08,1-3,teacher_led,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-13T07:58:00
AI_core_L13_04_055_02_02,core_L13_04_055_02_02,L13_04_055,C13_04,S_C13_04_02,1-3,teacher_led,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-02T11:52:00
AI_core_L13_04_058_07_05,core_L13_04_058_07_05,L13_04_058,C13_04,S_C13_04_07,1-3,teacher_led,Give a few example cases I could test for headphones get tangled.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-06T11:47:00
AI_core_L13_05_005_06_05,core_L13_05_005_06_05,L13_05_005,C13_05,S_C13_05_06,1-3,teacher_led,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,False,2026-04-06T10:09:00
AI_core_L13_05_007_06_03,core_L13_05_007_06_03,L13_05_007,C13_05,S_C13_05_06,1-3,teacher_led,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-06T11:12:00
AI_core_L13_05_008_02_02,core_L13_05_008_02_02,L13_05_008,C13_05,S_C13_05_02,1-3,teacher_led,Give a few example cases I could test for headphones get tangled.,example_list,suggested additional test examples,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-09T14:20:00
AI_core_L13_05_010_03_02,core_L13_05_010_03_02,L13_05_010,C13_05,S_C13_05_03,1-3,teacher_led,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-16T10:25:00
AI_core_L13_05_012_07_04,core_L13_05_012_07_04,L13_05_012,C13_05,S_C13_05_07,1-3,teacher_led,Give a few example cases I could test for headphones get tangled.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-13T12:06:00
AI_core_L13_05_012_08_05,core_L13_05_012_08_05,L13_05_012,C13_05,S_C13_05_08,1-3,teacher_led,Give a few example cases I could test for headphones get tangled.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T11:09:00
AI_core_L13_05_013_08_05,core_L13_05_013_08_05,L13_05_013,C13_05,S_C13_05_08,1-3,teacher_led,Give feedback on this idea for lunch box is hard to open and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T09:45:00
AI_core_L13_05_014_04_03,core_L13_05_014_04_03,L13_05_014,C13_05,S_C13_05_04,1-3,teacher_led,Give me 3 starting ideas for water bottle spills in backpacks for a student in a classroom.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-23T08:41:00
AI_core_L13_05_016_06_04,core_L13_05_016_06_04,L13_05_016,C13_05,S_C13_05_06,1-3,teacher_led,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-06T10:01:00
AI_core_L13_05_017_03_03,core_L13_05_017_03_03,L13_05_017,C13_05,S_C13_05_03,1-3,teacher_led,Give me 3 starting ideas for headphones get tangled for a partner in a computer station.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-16T14:31:00
AI_core_L13_05_018_08_05,core_L13_05_018_08_05,L13_05_018,C13_05,S_C13_05_08,1-3,teacher_led,Give me 3 starting ideas for lunch box is hard to open for a younger student in a cafeteria.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T08:17:00
AI_core_L13_05_019_05_03,core_L13_05_019_05_03,L13_05_019,C13_05,S_C13_05_05,1-3,teacher_led,Give feedback on this idea for books get mixed up and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-30T08:58:00
AI_core_L13_05_019_07_05,core_L13_05_019_07_05,L13_05_019,C13_05,S_C13_05_07,1-3,teacher_led,Give me 3 starting ideas for books get mixed up for a class in a reading corner.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-13T10:03:00
AI_core_L13_05_021_08_05,core_L13_05_021_08_05,L13_05_021,C13_05,S_C13_05_08,1-3,teacher_led,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T13:19:00
AI_core_L13_05_029_08_05,core_L13_05_029_08_05,L13_05_029,C13_05,S_C13_05_08,1-3,teacher_led,Give a few example cases I could test for plants are forgotten.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T09:57:00
AI_core_L13_05_031_07_05,core_L13_05_031_07_05,L13_05_031,C13_05,S_C13_05_07,1-3,teacher_led,Give me 3 starting ideas for crayons roll off the desk for a friend in a art table.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-13T09:09:00
AI_core_L13_05_036_06_04,core_L13_05_036_06_04,L13_05_036,C13_05,S_C13_05_06,1-3,teacher_led,Give me 3 starting ideas for crayons roll off the desk for a friend in a art table.,generic_support,suggested starter ideas,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-06T08:23:00
AI_core_L13_05_037_02_02,core_L13_05_037_02_02,L13_05_037,C13_05,S_C13_05_02,1-3,teacher_led,Give feedback on this idea for headphones get tangled and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-03-09T14:20:00
AI_core_L13_05_037_08_05,core_L13_05_037_08_05,L13_05_037,C13_05,S_C13_05_08,1-3,teacher_led,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T11:57:00
AI_core_L13_05_044_08_05,core_L13_05_044_08_05,L13_05_044,C13_05,S_C13_05_08,1-3,teacher_led,Give feedback on this idea for papers fall out of folders and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T13:01:00
AI_core_L13_05_045_05_03,core_L13_05_045_05_03,L13_05_045,C13_05,S_C13_05_05,1-3,teacher_led,Give feedback on this idea for lunch box is hard to open and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-30T07:59:00
AI_core_L13_05_052_06_03,core_L13_05_052_06_03,L13_05_052,C13_05,S_C13_05_06,1-3,teacher_led,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-06T08:51:00
AI_core_L13_05_053_04_03,core_L13_05_053_04_03,L13_05_053,C13_05,S_C13_05_04,1-3,teacher_led,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-23T09:20:00
AI_core_L13_05_056_01_01,core_L13_05_056_01_01,L13_05_056,C13_05,S_C13_05_01,1-3,teacher_led,Give feedback on this idea for crayons roll off the desk and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-02T09:38:00
AI_core_L13_05_057_04_03,core_L13_05_057_04_03,L13_05_057,C13_05,S_C13_05_04,1-3,teacher_led,Give feedback on this idea for books get mixed up and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-23T12:44:00
AI_core_L13_05_057_05_04,core_L13_05_057_05_04,L13_05_057,C13_05,S_C13_05_05,1-3,teacher_led,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-03-30T12:31:00
AI_core_L13_05_059_08_05,core_L13_05_059_08_05,L13_05_059,C13_05,S_C13_05_08,1-3,teacher_led,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T14:27:00
AI_core_L13_05_060_08_05,core_L13_05_060_08_05,L13_05_060,C13_05,S_C13_05_08,1-3,teacher_led,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T12:05:00
AI_core_L13_06_001_06_03,core_L13_06_001_06_03,L13_06_001,C13_06,S_C13_06_06,1-3,teacher_led,Give me 3 starting ideas for plants are forgotten for a class in a window garden.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-13T10:58:00
AI_core_L13_06_002_03_02,core_L13_06_002_03_02,L13_06_002,C13_06,S_C13_06_03,1-3,teacher_led,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-23T11:26:00
AI_core_L13_06_002_05_04,core_L13_06_002_05_04,L13_06_002,C13_06,S_C13_06_05,1-3,teacher_led,Give feedback on this idea for books get mixed up and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-06T09:48:00
AI_core_L13_06_005_06_03,core_L13_06_005_06_03,L13_06_005,C13_06,S_C13_06_06,1-3,teacher_led,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-13T14:15:00
AI_core_L13_06_005_08_05,core_L13_06_005_08_05,L13_06_005,C13_06,S_C13_06_08,1-3,teacher_led,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T11:03:00
AI_core_L13_06_008_05_03,core_L13_06_008_05_03,L13_06_008,C13_06,S_C13_06_05,1-3,teacher_led,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-06T11:01:00
